Comment,Annotation,Label
"Do them one better. Take Nishat's bag to Khaadi, take Khaadi's bag to Nishat, take J.'s bag to Sapphire and vice versa. Too much fun 🤘",Positive,0
"I see people saying ""If you are paying for a suit at khaadi then why are they branding it?""",Neutral,2
"Wrong! Khadi sells suits, it is not a shopping bags selling store. Customers should have the option of buying the 10 rupees non branded bags imo.",Neutral,2
Take your own bag and dont pay for Khaadi bags. Simple.,Positive,0
Its happening poori dunya mai I guess,Positive,0
This happens everywhere in the world,Positive,0
I have seen worst quality bags than Khaadi being sold by brands and local shops. It is a way to stop wastage and maybe make some extra money on the side!,Positive,0
You can bring or purchase your own white bag and put your purchased items in that... There is nothing wrong in charging for the bags whether they are branded or non branded,Neutral,2
Carrefour also charges for their bags,Neutral,2
"The purpose of charging for the bags is to reduce waste. They’re selling cloth bags for 200 pkr so you can either get those or carry your own cloth bag next time you shop at Khaadi. Same as carrefour and miniso etc. You either buy a reusable cloth bag that’ll last you months or any other cloth, paper or plastic bag from any brand honestly that you can use to save money and the environment!",Positive,0
"You are buying it from their shop, if you don’t want to roam with a logo then bring your own paper bags and get over it as soon as possible",Neutral,2
Daily some one cries on bags as if no other issue is left on planet .,Positive,0
Why its so difficult to bring your own bag when going to khaadi ?,Neutral,2
"I take my bag along .. Khaadi or whatever shop, i NEVER PAY be it 10 or100 for a printed or a plain bag.",Neutral,2
"Don't buy it, apna bag ghr se le k jayen🤷🏻‍♀️",Neutral,2
Like they are not forcing you to buy a bag. The same way they have khaadi written on their suits displayed in their outlets and its your choice buy them or not.,Positive,0
"So the idea is to discourage people from buying bags to reduce paper waste. And considering the current load on our landfills, I don't think there's anything wrong with it.",Neutral,2
"Also, they always ask at the counter if you want the bag to be added to the bill.",Neutral,2
"If anyone doesn't want to pay for the bag with Khaadi""s logo, don't buy it. Take your bag with you. Or if you've shopped from another brand , use their bag instead.",Neutral,2
It’s 50 for paper bag and for printed 150 in Islamabad.,Neutral,2
Pakistani brands jahan se paisey Kama saktey hain kama rae hain .,Negative,1
"I have seen multiple posts regarding paid bags in Pakistan. Mere Bhai, I have visited Europe, majoity brands either fashion store or Cash and carry charge for the bags and they charge for their own #branded bags and nobody ever complained there. They are happy to pay 10-20 cents for the branded bag. We are happy to buy the ""branded wallet and bags"" in thousands but unable to pay for a shopping bag of few cents.",Positive,0
Khaadi needs to focus on their fabric quality instead of doing nonsense harkaten!,Positive,0
"You were paying for it before as well, packaging cost is always added as a overhead while costing.",Neutral,2
Maybe they excluded that and made it optional for people to buy or not buy the bags?,Negative,1
Seriously who is letting this same issue being dragged for no good reason. If you have issue take bags from home and understand it’s their commodity they are selling their commodity they can put anything on it. They are giving you option to buy or not to buy.,Neutral,2
This group needs to change their names to whines of customer.,Positive,0
Dear admin pls put up a pinned post saying,Positive,0
Don't like how the business operates don't buy from them period,Neutral,2
"Paying for these bags dosen't make sense. Khaddi should keep bio degradable bags, that is worth paying for and also serves the purpose to keep environment clean.",Neutral,2
Agreed. That is why i dont take publicity bags. Why should i market their brand for free.,Negative,1
"Indeed, I am in 101% agreement. They have to give it for free, even subsidies you for doing marketing for them",Neutral,2
"Take ur own cloth bag,reusable. Ppl all over the world do it. It's green and Davis nature. Start recy owing in pak,we need it so much. N y pay huge amounts to these brands for THELAS",Positive,0
I don't mind paying for a bag. But I don't like the idea of paying for marketing their brand.,Neutral,2
Sigh…not a day goes by we don’t get a post like this on this forum,Neutral,2
"True that ! That's why I stopped them immediately when they want to add shopping bag in the bill. When I as a customer paying for it I have every right to use it several times without being brand ambassador that too ""UNPAID ONE"" for later usage of the bag.",Neutral,2
It's just a sustainable movement where people are motivated to use reusable bag instead of buying a new bag everytime. In Scandinavia we're paying for bags for basic groceries too.,Neutral,2
Ok charge for bag but remove your logo and name from the bag Khaadi,Negative,1
"Agreed, refuse to take it, use your own shopper bag😄 tell them we don't want to pay for ur bag, if they insist then ask them to give it free, raise voice for ur rights, sirf idhar post daal kr koi faida nahi, ta phir khamoshi se pay karein",Positive,0
Oh my god all these people…. Bhaie sahab take ur own bag.,Positive,0
Or maybe read about why brands and companies are doing it. Climate change suna hai? GET ON WITH THE PROGRAM!,Positive,0
I agree to it.. why should pay for their bags and advertise their brand.. why should we pay for the bag with their brand name.. if they want to make money out of paper bags then these bags should not have their logo .. otherwise we should boycott buying these bags and we should bring own bag at such outlets.. it's not about paying 50 or 100 RS but agar hum isse tarah in chotay chotay isse ko nazar andaaz kartay rahienge to yeh brands isse tarah hamien loottay rahienge ..,Neutral,2
I don’t see the logic of such paper waste concept at all. Because if someone buying lot of stuff they will of-course pay for the bags too. Status conscious Ab bag bhi buy karke showoff karenge 😂,Positive,0
Bring change by zero paper bag policy. Period.,Neutral,2
Whats wrong in taking your own bag with you ...,Neutral,2
"I really like this approach of charged paper bags, so, people will consider taking their own",Neutral,2
"There is a cost of every expenditure, they cld have increased prices by 100 and u wldnt even notice… this way uve got a choice to save rs 100 !",Positive,0
Don't buy their bag next time.,Negative,1
Carry ur own bag in ur handbag.,Negative,1
Even this keep non branded bags or shopping bags those don't come free' u will have to pay for it too,Positive,0
Lol .. I do not understand this weird concept at all .. you roam around the world and buy whatever you wanna buy and none of the brand will charge you any additional cost for the shopping bag,Neutral,2
"there is a reason why India stands where it is today, however in Pakistan like most people here defending Khaadi's act, feel proud to support the corrupt & corrupt practices.",Negative,1
Charging consumers for carry-bags is illegal,Neutral,2
Charging consumers for carry-bags is illegal,Neutral,2
Please start carrying your own cloth bags,Neutral,2
Stop buying these bags from them,Neutral,2
They are a business and can sell anything on their shop.,Positive,0
Carry your own bag or carry another brand's bag. Also ask them to keep plain bags. We shouldn't be paying for their advertisements. They are getting business from us and also charging us for their advertisements. Amazing!,Positive,0
"I think that's totally fine ..in Germany & other countries they also charge for the bags (not all brands) , even in supermarkets they charge 20 or 50 cents.",Neutral,2
why are they giving their suits in plactic bags? They should stop that too or start charging those as well. Then we will take out the item from their printed plastic bag and put it in our own bag.,Neutral,2
"I wouldn’t think too much abt this, now that I am seeing another post on a similar issue.They are charging for the cost of the bag and I don’t always put Khaadi stuff when reusing it. It’s very subjective and petty.",Positive,0
Yeah so accurate why we pay them the cost for the bag? That is something which is totally wrong khaddi is just trying to pull out money from the Pocket of customers in any form.,Neutral,2
Agreed.printed bags are good to reuse but with khaadi logo it can't be...,Neutral,2
U can take your own bag.. simple.. obv they will promote their own brand... no brainer,Neutral,2
not only khaadi but every other brand doing this. i went to NDure n they are also charging for their logo bag,Neutral,2
Same post again and again 🤷🏻‍♀️🤦🏽‍♀️..,Neutral,2
Don't want to advertise their brand by carrying their logo? Bring your own. Because it is what it is! Kia karain ab?,Positive,0
Bhai poori dunya is trying to go into reduce reuse recycle for this earth to be able to house the crazy amount of humans crawling it - in a healthy way.,Positive,0
Brands are joining in on the trend of charging for the bags to discourage the use of bags needlessly all the time and thats the least they can do now as brands cz factoriyan tou nai band kar sakte as people like us LIKE to shop from them. DEMAND,Positive,0
"Its very basic - charging for bags to reduce use and encourage reuse - why should they make bags on their pocket and not even print a logo of their own on it, while the clothes that would be carried in that bag are from that shop. Muft ke nai bantay bag chahay paper ke hon , kapray ke ya biodegradable plastic ke.",Positive,0
"Pakistan main koi achai ki taraf barhta hai tou uska saath den ., mat khareeden bag apna lijayen - na koi lega na wo banayen ge - sab ka faida!",Positive,0
I paid 200 for a printed fabric bag in the package mall branch.,Neutral,2
Its irrelevant to charge .. i wonder why they have started so .. everything is already been added under the cost of each commodity,Neutral,2
Why khaddi needs to promote their logo as its already a famous brand all over ..but this act of khaddi might bring down their name in clothing n home accessories!!✌🏽,Neutral,2
This is great. I am very happy. I literally have to fight with staff at my grocery store as I always bring my own recyclable bags and they want to use their own plastic bags so they can seal them.,Positive,0
Next we will ask gucci and lv to remove their logos from bags and shoes.,Neutral,2
Not sure what's more amusing- the ignorant take or the number of people agreeing to it.,Negative,1
I denied buying these at Imtiaz too 😛,Neutral,2
Next time ask for a suit at khaadi with out the logo/label of khaadi,Neutral,2
As all of khaadi products have label on it with khaadi printed,Neutral,2
If you are paying for a suit at khaadi then why are they branding it?,Neutral,2
If you can't pay then you must bring your bag from home.,Neutral,2
We have always been paying to hyperstar and carrefor and then all the bakeries for their logo branded bags now why not for khadi,Neutral,2
Majority brands are doing same thing.,Neutral,2
"Why people compare Pakistan with other countries! UK mai itny ka bag hy, US mai itny ka!! You can’t compare UK US currency and life style with Pak. Thank you to people saying carry reusable bag.",Positive,0
"Whenever you do to Khaadi for shopping, take a bag of Gul Ahmed or Bonanza or any other brand with you 😄, put Khaadi clothes in it and feel the revenge 😉",Positive,0
But this happens everywhere. Its a customer choice. They can leave it or take it. Simple,Positive,0
"I always try not to be offensive to anyone, but zain sb, you really need to get a life.",Neutral,2
Why shouldnt they sell branded bagS? Unka brand unka bag.,Negative,1
Aap nay bag nahi khareedna na khareedain bhai🤦‍♂️ they are not forcing you.,Positive,0
Buy your kurta and hand carry it,Neutral,2
will u ask them to remove their tags from those hefty cost kurtas u r buying ?,Question,4
Customer ko bags free of cost provide krne chaiye where is customer care ?,Question,4
Absolutely right we are already paying too much for the clothes,Neutral,2
They ask before billing whether you want their bag or not.,Negative,1
"My only concern is, that you are charging for bags which are still paper? Is it recycled material? Why not use cloth bags then and charge for that?",Neutral,2
Yeah same. Like chaseup charge for their brown bag & we've no issue bcz it's simple brown bag with no publicity of them & we can carry it anywhere needed.,Neutral,2
Brands are claiming this is govt policy. Is this so ??,Neutral,2
"I just don’t understand how people have so much time to whine about non issues and the amount of stupid, repentant and useless posts I see here just makes me think how stupid we are as a nation.",Neutral,2
Khaadi bags are their own product which they’re selling. All the brands in world do the same. Tomorrow you’ll say Pepsi shouldn’t advertise their name on their drinks… like seriously?,Neutral,2
"Here in UK, Tesco, Lidl, Asda and Aldi sell bags with their brand name on it. It’s their bags and they’re selling it as a product what’s so different to understand in this?",Neutral,2
I am so going to get my own bags now,Neutral,2
Kaun har dukaan Pé shoppers ka pay kare,Positive,0
And y would I pay 30 rs for a bag in the first place,Neutral,2
No other brands charge 4 bags...,Neutral,2
Whenever go for shopping take a bag with you. Easy solution,Positive,0
"It's a problem if they force you to buy the bag, you always have the option to bring your own bag. This happens literally everywhere in the world",Neutral,2
Agreed... Its better to bring shopper or shopping bag from home.,Neutral,2
Then stop buying the bag get yourself a good bag and always take that with you... If you are so ashamed to carry then you can always pay for the bag,Neutral,2
TaKe yOuR oWn BaG 🤦‍♀️,Neutral,2
"If they have the logo on and are charging for the bag, it's illegal. Everyone's been doing it, be it some grocery store or a clothing brand.",Neutral,2
"100% agree, and Bata shoes doing the same. They charge 10 PKR, and they don't even inform you.",Neutral,2
These red bags were free 7 years back we use to take extra when we shopped at khaadi,Neutral,2
200 rs/ for printed bags,Neutral,2
They are also offering rs. 300 tote bag which you can carry with yourself every-time you go for shopping. And they look beautiful too.,Positive,0
"They hv that much margin to gv atleat a bag to customer as a gift, not 100 wala But a 30 wala,aik bag mai 2 dresses ajaty hain",Positive,0
Those are the times when ppl ask each bag for each dress and they use to give Happily,Positive,0
They're charging for bags so you can take your own bag.,Negative,1
This is too small an issue to be talked about.,Negative,1
"Following the footsteps of the apple brand, I can see the era where back and front of the shirt will be sold differently.",Neutral,2
Agreed to your point. Brands doing marketing and we are paying for it..,Neutral,2
Carry your own bag 🥰,Neutral,2
Don't take their beg simple,Neutral,2
They should give cloth bag,Neutral,2
"I am also sueing Apple company to remove their logo from the phone. I mean, are they stupid or something? Why put their logos on boxes and other accessories?",Neutral,2
Main kal hi California Nikal Rahi Hun Dharney k liye. 😊,Positive,0
now I know that some shamoon sultan owns KHAADI 😬,Positive,0
Charge for the bag.. remove the logo..,Neutral,2
Have not been charged yet,Neutral,2
But i promise i will literally give the bag and keep my dresses in my hands:p just to let them know k bhaai hum manage kr lenge .. tu rakh shopper sara hua apne pass,Neutral,2
Keep a cloth bag with u everytime u go out.,Positive,0
I keep bags in my car for grocery and a sapphire cloth bag in my hand bag for other items.,Neutral,2
Sapphire gives cloth bags free,Neutral,2
The kapra bag is for 200 rupees,Neutral,2
I didn pay for the bag 💰 lol,Neutral,2
"you should raise your voice against all brands like car companies that they should no mention their name as your paying, All things you purchase should not have any brand name as your paying or if they use brand name they should give you free",Positive,0
Take ur own bag frm home,Positive,0
Its better take your own bag,Neutral,2
Don't give them profits by purchasing or stop whining.,Negative,1
Shamoon sultan ko ab hair transplant karwana hy isilye he is charging this much for branded bags,Positive,0
Accurate. Paying for advertising lol,Neutral,2
Start bringing along ur own bags....,Neutral,2
Good post we will Carry out own,Positive,0
I'll carry Imteyaz store bags next time,Neutral,2
Agreed to every bit of this post,Positive,0
Simply carry ur own shopping bag,Positive,0
Another way to green wash.,Neutral,2
I agree with you and others opposing your genuinely raised point are fools,Neutral,2
im just sick of the posts,Neutral,2
Why should I give them publicity,Positive,0
I second you. I hate paying for the bag but would love to spend thousands on the shopping. Similarly we all hate paying for the delivery charges. 😄,Neutral,2
"I call it a bad service/ no customer-brand relationship, if they charge for the bag. Brand is running for years but they don't know what customers like and what don't. Pathetic.",Neutral,2
You ... Literally Are Paying For Their Branded Clothing ... Why Would You Do That ?,Neutral,2
to stop this shoper selling culture.,Negative,1
keep an alternative brand bag in pocket and use that to stop from the alternative brand store.,Neutral,2
these bags dont even cost 10 RS in bulk store can easily adjust it under their profit % age,Neutral,2
Businesses cannot charge for carry bags with their names and logos printed on them; it is better to bring your own bag.,Neutral,2
Chase up is selling plain bags for50 hence Thier bags are worth buying (can hold 25kg plus wieght),Neutral,2
For gods sake..in the uk Asda bags are 10p tesco bags are 10 p and guess what. It's got their logo on it. So what?,Neutral,2
Bata fined Rs 9000 for asking customer to pay Rs 3 for carry bag,Neutral,2
Bata fined Rs 9000 for asking customer to pay Rs 3 for carry bag,Neutral,2
Bata fined Rs 9000 for asking customer to pay Rs 3 for carry bag,Neutral,2
"When we are charged for a Victoria’s Secret bag abroad, there are no complains. Miniso has been charging people for bags since start but khaadi nay kr liya to masla hay. It’s An international brand if you’ve issues, don’t buy from them simple. But this practice isn’t out of the ordinary",Neutral,2
If you don't want logo bag go for simple bag. May be someone would be interested in their logo bags for gift purposes,Positive,0
"Khaadi is now charging separately for just a paper bag. Not even any printed, cloth bag but a simple paper bag with their logo on it.",Neutral,2
"Yes i understand that when we can buy a 3000 rs suit, we can definitely afford a 30rs bag but a huge brand like khaadi can atleast give them as complimentary. Would be a fair trade for customer service!",Positive,0
Plus the quality is so so pathetic that those bags don't even support the weight of their products.,Neutral,2
Is mulk k makenon k masly sun lo.,Negative,1
Matter of 30 rupes doesn’t demand this much attention.,Neutral,2
Standard practice every where in the world... it is good that Pakistan is catching up with the world.,Positive,0
"Agreed that when we can buy 3000 suit, we can buy 30rs bag. But what about these brands? Cant they afford to give them complimentary? They are earning huge profits per piece!",Positive,0
Yes i know internationally it is a common practice to charge for a bag but then those bags are cloth bags with great quality!,Positive,0
"Some posts here make me wonder if the name of the group should be 'cries of cry babies' ... sorry, but please get a life ...",Neutral,2
"Don't buy the bags then. Simple! How hard it is to take your own bags with you? Please know that it's a common practice around the world. The practice is done to discourage customers from buying bags, plastic or paper. Why can't we develop a habit? Stop complaining all the time. Her waqt bag ka rona. Mat lo yaar!",Positive,0
"Stop expecting to get things for free, the world doesn't work that way.",Neutral,2
These bags are torn into pieces as soon as one steps out from the shop .,Neutral,2
I don't mind buying a 120 rupees shopping bag after doing thousands of shopping but this is absolutely insane ...,Neutral,2
"Ok, we can pay for the bag too, but why are they putting their brand logo on it?",Neutral,2
What i do is take a bag of another brand like generation and use it in khaadi sarr bhe jate hain yeh aur sustainable bhe hai,Positive,0
Better to buy khaadi 200 cloth bag or carry any other cloth bag once shop and keep it with every market visit.,Positive,0
People around the world paying for the bags,Neutral,2
This practise is usually to motivate recycle your bags,Neutral,2
So next time people will remember to keep their own bags,Neutral,2
THEY’RE CALLED GREEN INITIATIVES! No one is trying to get you to “pAy FoR ThEiR mArkEtInG” - the idea is to encourage people to carry reusable bags and reduce wastefulness over all.,Positive,0
Everywhere in the world this happens. Remember to bring your own bag.,Neutral,2
Every brand in world charges for bag,Neutral,2
"Every brand is doing this shit, ideas , cross stitch , beechtree and every other brand doing this!",Positive,0
Yesterday Hnm asked me to buy a bag also.,Neutral,2
"And when i told him nobody charges for the bag. They said now our policy is changed since a month. And when i said i dont want it, he gave me a bag then without any charge. So its not only Pakistani stores doing this, its every freaking store is doing it",Neutral,2
"I never buy bags because as soon as we reach home, we throw them in the bin. So why waste money and a bag which you are not gonna use again?",Neutral,2
"I totally support ppl speaking up against brands and am totally against ppl who encourage corruption and malpractices, whether those are done across the world or no. Just bcs the world does something doesn't mean we should too no matter how pathetic it is",Neutral,2
It's just to discourage using shopping bags bc it's wastage of material. People should take bags from home or recycle plastic or paper bags.,Neutral,2
When we can bear petrol and electricity bills then we can do anything.,Neutral,2
Please take a bag in your purse next time. Simple hehe!,Positive,0
"Why not carry your own reusable bags when you go shopping. It's a common practice around the world to charge for bags to reduce waste. I make sure to carry reusable ones with me, they're sturdy, easy to carry and can hold a lot of items, plus I don't have to pay extra for bags. Change begins with us, why not adapt to change rather than whining about it. Especially if its for the betterment of our environment ✌️",Neutral,2
Plus why we are paying for their branding?,Question,4
If someone is charging for a bag then there shouldn’t be their logo!,Positive,0
It's not about 30 rupees.,Negative,1
It is about how We're cutting trees to make paper bags.,Neutral,2
"If a customer is charged for 1 bag , he will think of using the same bag for more than 1 dress. Hence, you're helping save the environment.",Positive,0
"Which the customer might not value, if he gets free bags",Neutral,2
IDEAS also charges for paper bags,Neutral,2
It's high time to boycott brands,Neutral,2
We should support local businesses,Positive,0
"It's an international practice as I work here in the UK in Primark. The paper bags are always free and if you want to purchase a bag it's of a very good material kinda like kapra but it's called ""bag for life"". If that bag tears or what so ever you can return and get a new one for free. Ye nai hota ke brown paper bag ky charges ly koi because it's internationally free.",Negative,1
"All over the world, brands charge for the plastic bag...50cents to 2$... It's normal.. the reason behind this is to avoid the pollution and wastage...I don't know why in Pakistan ppl get so offended... 4000 ka suit le lain ge but won't pay for the bag...",Neutral,2
"This is to reduce plastic waste, practiced everywhere in the world. Carry your own cloth bag from home next time.",Neutral,2
Yes this is wrong they are already charging too much for their products and now they are charging for paper bag too. . .why we buy these bags and with their logo on it . . .,Neutral,2
Brands should realize that this is very easy and simple way of advertising to make ur good quality bags . . .,Neutral,2
Make a habit of bringing your own bag everywhere.,Neutral,2
Everywhere abroad they charge for bags. It is to encourage customers to reuse bags which reduces waste.,Neutral,2
Its a standard practice everywhere in the world to reduce waste. Even if you buy bread and you need a bag. Its charged.,Neutral,2
Same happened with Saphire too,Positive,0
I don't understand why we promote KHADI by buying extra 30 rs bag of its name tag .its better to take any shopper or handbag from home .,Positive,0
every brand doing the same and fabric quality is pathetic 😑,Neutral,2
"Yeah , and we are doing free publicity of these brands by using their bags .",Neutral,2
Everyone is charging not only Khaadi,Positive,0
They charge it because they CAN charge it. They have built up the brand equity in such a way. They have paid the price for it in making Khaadi a strong brand. So either stop buying from them or just pay the damn 30rs.,Neutral,2
Only if we stop purchasing bags. Its like paying for their own advertisements (logo on bags). We need to stop purchasing bags from them (hypermarkets and all such brands).,Neutral,2
They should give clothe bags which are reusable,Neutral,2
"I don’t disagree to buy, but why should we buy with their logo. I don’t want to pay them to advertise their brand.",Positive,0
"Next time I go, I’ll take another brand’s bag and put Khaddi’s clothes in it!",Positive,0
Buying bag is OK but then they cannot print their logo on it as we are not supposed to pay for their marketing. The bag should be plain then,Neutral,2
Else they wud add 10 ruppes in cloth price,Neutral,2
This practice is being followed all around the world generally to reduce waste and promote reuse.,Neutral,2
Muhammad Ahmer highlight global warming here pls,Positive,0
"The sole purpose of banning plastic bags and shifting to cloth bags which you have to ‘pay for’, was to discourage customers from getting new ones each time they shop. Those bags have to eventually go into the trash bins as soon as people reach home. So, to cut down on country’s garbage (which is a burden on the environment), start keeping cloth bags with you whenever you’re going out to shop. Reuse that same bag again and again. Don’t buy new bags from brands every time. Save your money and the environment🌱",Neutral,2
Its standard practice around the globe - stop whining and take your own bag. Simple,Positive,0
Khaadi listening to this and decides to make the price “3100” and Free Khaadi Bags.. 🫠,Neutral,2
I miss the time when this was an issue for me.,Negative,1
Crazy in it. Stupid practice. The purpose was to discourage plastic bags hence the cost. And no- no one charges for paper bags in the UK.,Negative,1
Just another stupid fad picked up to bother us. Can’t get anything normal right.. like customer service.,Neutral,2
"Brands only follow those practices that benefit them,poor customer service and quality stuff is the biggest issue but they don't bother to improve it.....",Neutral,2
"Aur bhae if we r anyhow buying it, then give us a plain bag.. why do we have to pay for the bag havng ur own advertisement??",Neutral,2
That’s to encourage purchase of the cloth bag. Sustainable in the long run. A lot of shops abroad do the same,Neutral,2
I also raised this issue.. n they say for environmental control we are doing thus.. if you have your own bag u cam bring it,Neutral,2
This practice is usually to discourage customers from buying bags for the sake of our environment. If you have a problem buying bags everytime you shop then its a good thing that this strategy is working! Bring your own bag and reduce waste!!♻️,Neutral,2
It’s illegal to sell bags with logos on them,Neutral,2
"Sapphire did same! Ajeeb .. if we small businesses charge separately for a box or packaging, its going to be a never ending argument",Neutral,2
Unfortunately every brand is doing this they have made new business out of economy friendly project,Positive,0
Exactly the same thing happened at saphhire like a paper bag for 30rs and a really useless one,Neutral,2
The point being-bring your own bags ... When will people ever get over this... !?,Neutral,2
Every brand is charging now,Positive,0
Please dont use plastic/paper bags. Buy a recycleable cloth bag and reuse it.,Neutral,2
Take dirty cloth bags with you,Neutral,2
Every one start doing this,Positive,0
Not only khaddi ...miniso..sapphire and Almira they also charge for the bag quality is very low,Neutral,2
They will get the salaries of the workers from this paper bag. 😂😂😂,Neutral,2
This is now a standard practice all around the world...,Neutral,2
Same is happening at Gul Ahmed,Neutral,2
It's just 30rs de dou. Or else take your own bag!,Positive,0
Agreed... they easily got teared... they can instead introduce cloth bags that are reusable n light weight to carry,Neutral,2
Alkaram atleast giving cloth bag in 10 rupees... I don't understand when we buy a 50 or 100 rupee item from a small shop.. they have courtesy to gave us a free shopper... but these big brands including CARREFOUR shamessly earning on shopping bags too from us for years... also the shoppers are with their brand names not the simple ones...,Neutral,2
"Without dismissing your concern, my recommendatin is to carry a reusable tote bag with you. Folded like a spring roll, it hardly takes any space in your car/bag.",Neutral,2
It’s a reminder to bring your own reusable bag. Every business that has its own bags is charging for it. As a reminder of the bring your own bags and don’t use plastic,Neutral,2
"Take a generations bag next time, put on their counter and ask them to fill it up",Neutral,2
The least they can do is to give a reusable bag without a logo if they want to charge for it.,Negative,1
Now? It's been more than a year.,Neutral,2
I've always loved khaadi because of their price range and fabric.,Positive,0
But now they are charging way too much. The 2pc dress used to cost 1800-2200.,Neutral,2
Woh bhi ub 3k se km ka nhi hai.,Positive,0
"Secondly they are charging differently for dupatta, shirt and trouser. 😑😑",Neutral,2
Gul ahmed also charge for bag,Neutral,2
Even Beechtree started charging for these paper bags that cannot support the weight of their products,Neutral,2
Not only in Pakistan. It seems to be common practice in Dubai and other countries.,Neutral,2
It's a global initiative aimed at minimizing pollution. The idea is to encourage individuals to bring their own bags. Many developed countries and major brands charge for shopping bags as part of their commitment to environmental sustainability.,Neutral,2
"Sapphire,limelight,bata,service also charge seprately for the 3rd class paper bag.",Neutral,2
Some fraud people use name of khaddi...,Neutral,2
To force u to remember to take a bag from home with you. It's the same law in the UK.,Neutral,2
Make a DIY bag and carry tht..,Neutral,2
Bhai 30 rs mjhsy lelo 😭,Positive,0
"The way their customer service is declining, and prices are sky rocketing, it is very cheap of them. Brands that charge so high for their not so extra ordinary product should refrain from adding such unnecessary costs. These moves will only make them lose customers as people will soon start looking for alternatives.",Neutral,2
"I already mentioned it in outlets too, a big brand all over the world n they charged 30 RSP after buying 8000/10,000 purchasing.",Neutral,2
Exactly done at sapphire also,Neutral,2
Same is beech tree doing...paper bag fr Rs.20...and most imp they dnt even ask u before charging...such a non sense,Neutral,2
Why not carrying ur own bag for shopping? How difficult is it?,Neutral,2
Every brand doing the same,Positive,0
Bata is also charging rs 30 for a paper bag,Neutral,2
Its to introduce conscious use of shopping bags.,Negative,1
Stop taking that . Bycott this,Neutral,2
We should promote old times bags to discourage extra bag charges. Keep your bag with u and get stuff.,Neutral,2
"Ok since they are giving you a bag with their logo, you should demand compensation for advertising",Neutral,2
It's the common practice else where. Recently I went to a store and they adopted this change as well. Took the photo so that I can share it in VoC on such posts for motivation 😀,Positive,0
We have been using reusable bags for years now. Reduce waste and try to do your oart in solving pakistans waste management crisis.,Neutral,2
Agar hmare pas bag hota hai to mai store k counter pe bag lene se mna krdeti hun.,Negative,1
"Khaadi sells fabric ahopping bags too, wo bhi do liye hue hain.",Neutral,2
Take your own bag next time what we do here😃no big brands give their shoppers free also here in Europe,Positive,0
Why? Take your own bag.,Negative,1
Khaadi has lost it's quality as well,Neutral,2
Yup I bought something they didn't have shopper for free so I put in another brand one in front of them simple,Positive,0
What if you had responded like when the receptionist asked for the bag: Zahir hai hath mai tou leker jaongi nhi😅🤭,Neutral,2
I always keep a reusable cloth bag with me while shopping. Yesterday I bought a chappal from Bata and they asked same for the bag but I refused and kept my shoes in my cloth bag.Its always saving my 150-200 rupees which we spent on these so called brands bags.,Positive,0
"Gul Ahmed is doing the same shit! Move to sapphire, Crosstitch or saya they are much better these days in terms of customer service !",Positive,0
Their salesman said they want people to be sustainable and stop using extra bag for every shopping.,Neutral,2
That's why they're charging so that people bring that totes along.,Neutral,2
Whether they but it or make one at home.,Negative,1
Not now they are practicing this since last year,Neutral,2
Please carry your own bag. Simple!,Positive,0
U are right khaddi pwd Islamabad also charged,Neutral,2
"We are so foolish people. By purchasing their bags with our own money, we advertise and promote Khaadi..",Neutral,2
"Was genuinely concerned for this innovation all brands are establishing but once I moved abroad, I realised that this is fair. Here you will see people coming on luxury cars with shopping bags in hands, even they keep them in their jackets, bags n cars so they don’t have to buy.",Neutral,2
Khaadi apne marketing k paise bi customer se lera hai. Or yh consumer law k against hai. Customers can sue them.,Negative,1
Most major companies all of the world do this,Neutral,2
It's actually a good practice introduced to encourage people to bring their own bags for shopping. Reduces wastage.,Negative,1
Not only khaadi alot of other brands are charging for it 🤷‍♀️,Neutral,2
Finally Pakistan is catching up.,Neutral,2
Beech tree is also doing the same,Neutral,2
Free advertising policy I also don't like that,Neutral,2
After Israel products now boycott Pakistan brands and mention reason to improve their product and customer services.,Neutral,2
Buy their 1 reusable bag of 100-150 & keep using it..,Neutral,2
"....... when people will have to pay for a paper bag, they will prefer to carry their own reusable cloth bags when going shopping. Thus resulting in less paper being used, therefore, less trees being chopped down. The planet is running out of resources, get with the times.",Neutral,2
"Exactly, this is the strange practice going on in our country. It should be free by default as a complementary gesture",Positive,0
They are charging since ages. Not now,Neutral,2
Bring your own bag while shopping simple,Neutral,2
If they are charging for paper bags from customers they should sell simply paper bag with no khaddi name on it.,Positive,0
In Sweden and I think 95-99% of Europe they do it too. I bought 300 euro worth of house supplies from ikea and I had to pay for each of my 8 bags to hold my things so I can carry them on the bus. People do 1000 euro shopping here and still pay for the bags lol,Positive,0
They do not iron their products and the quality of products are no longer value for money...,Neutral,2
To encourage you take your own bag along when you go out shopping.,Positive,0
"If they have to chrage me they need to give a plain bag, if it's their logo then why am I paying for their marketing?",Question,4
Beechtree is also selling paper bag,Neutral,2
I've bought khaadi 2 PC for 3200 ..🥺,Neutral,2
I avoid buying their bag rather hold their suit in my hand or bring bag from my home.,Negative,1
Stop going after such brands whose sole purpose is to earn money and money only and don't care about customers. But we are Pakistani's jaingay bhi aur phir bolaingay bhi,Neutral,2
Buy a cloth bag and keep in your car.,Neutral,2
Or just pay for the paper bag.,Neutral,2
Thori mehnat Khud bhe kerlen.,Negative,1
"My god, there has to be such a post atleast once on this group",Positive,0
